Index,X.1,X,Season,Episode,title,Scene,Line,Speaker,Text,Location,Region,House,Major.Char,Gender
821,821,821,Season 1,S01E02,The Kingsroad,20,821,ROBERT BARATHEON, I'd forgot the damned wolf.,Kingsroad,The North,Baratheon,1,Male
822,822,822,Season 1,S01E02,The Kingsroad,20,822,SOLDIER," We found no trace of the direwolf, your Grace.",Kingsroad,The North,Other,0,Other
823,823,823,Season 1,S01E02,The Kingsroad,20,823,ROBERT BARATHEON, So be it.,Kingsroad,The North,Baratheon,1,Male
824,824,824,Season 1,S01E02,The Kingsroad,20,824,CERSEI LANNISTER, We have another wolf.,Kingsroad,The North,Lannister,1,Female
825,825,825,Season 1,S01E02,The Kingsroad,20,825,ROBERT BARATHEON,  As you will.,Kingsroad,The North,Baratheon,1,Male
826,826,826,Season 1,S01E02,The Kingsroad,20,826,NED STARK, You can't mean it.,Kingsroad,The North,Stark,1,Male
827,827,827,Season 1,S01E02,The Kingsroad,20,827,ROBERT BARATHEON, A direwolf's no pet. Get her a dog. She'll be happier for it.,Kingsroad,The North,Baratheon,1,Male
828,828,828,Season 1,S01E02,The Kingsroad,20,828,SANSA STARK," He doesn't mean Lady, does he? No no, not Lady! Lady didn't bite anyone! She's good!",Kingsroad,The North,Stark,1,Female
829,829,829,Season 1,S01E02,The Kingsroad,20,829,ARYA STARK, Lady wasn't there! You leave her alone!,Kingsroad,The North,Stark,1,Female
830,830,830,Season 1,S01E02,The Kingsroad,20,830,SANSA STARK,  Stop them. Don't let them do it. Please! It wasn't Lady!,Kingsroad,The North,Stark,1,Female
831,831,831,Season 1,S01E02,The Kingsroad,20,831,NED STARK, s this your command... your Grace?,Kingsroad,The North,Stark,1,Male
832,832,832,Season 1,S01E02,The Kingsroad,20,832,CERSEI LANNISTER,  Where is the beast?,Kingsroad,The North,Lannister,1,Female
833,833,833,Season 1,S01E02,The Kingsroad,20,833,SOLDIER," Chained up outside, your Grace.",Kingsroad,The North,Other,0,Other
834,834,834,Season 1,S01E02,The Kingsroad,20,834,CERSEI LANNISTER," Ser Ilyn, do me the honor.",Kingsroad,The North,Lannister,1,Female
835,835,835,Season 1,S01E02,The Kingsroad,20,835,NED STARK," No. Jory... Take the girls to their rooms. If it must be done, then I'll do it myself.",Kingsroad,The North,Stark,1,Male
836,836,836,Season 1,S01E02,The Kingsroad,20,836,CERSEI LANNISTER, Is this some trick?,Kingsroad,The North,Lannister,1,Female
837,837,837,Season 1,S01E02,The Kingsroad,20,837,NED STARK,  The wolf is of the north. She deserves better than a butcher.,Kingsroad,The North,Stark,1,Male
838,838,838,Season 1,S01E02,The Kingsroad,20,838,SCRIPT_NOTE,"Once outside, before Eddard lays to rest the direwolf.",Kingsroad,The North,Other,0,Other
839,839,839,Season 1,S01E02,The Kingsroad,20,839,NED STARK, The butcher's boy... You rode him down?,Kingsroad,The North,Stark,1,Male
840,840,840,Season 1,S01E02,The Kingsroad,20,840,SANDOR CLEGANE, He ran... Not very fast.,Kingsroad,The North,Other,1,Male
841,841,841,Season 1,S01E02,The Kingsroad,20,841,SCRIPT_NOTE,Eddard kills the direwolf on the King's orders.,Kingsroad,The North,Other,0,Other
842,842,842,Season 1,S01E03,Lord Snow,1,842,SCRIPT_NOTE,"The King, Eddard and the rest of the posse have arrived at King's Landing.",King's Landing,The Crownlands,Other,0,Other
843,843,843,Season 1,S01E03,Lord Snow,1,843,KING'S LANDING GUARD," Welcome, Lord Stark. Grand Maester Pycelle has called a meeting of the Small Council. The honor of your presence is requested.",King's Landing,The Crownlands,Other,0,Other
844,844,844,Season 1,S01E03,Lord Snow,1,844,NED STARK," Get the girls settled in. I'll be back in time for supper. And, Jory, you go with them.",King's Landing,The Crownlands,Stark,1,Male
845,845,845,Season 1,S01E03,Lord Snow,1,845,JORY CASSEL," Yes, my Lord.",King's Landing,The Crownlands,Other,0,Other
846,846,846,Season 1,S01E03,Lord Snow,1,846,KING'S LANDING GUARD, If you'd like to change into something more appropriate,King's Landing,The Crownlands,Other,0,Other
847,847,847,Season 1,S01E03,Lord Snow,1,847,NED STARK,"Ned Stark gives the guard a blank stare before taking off his gloves, the guard realizes Ned's disinterest and the two begin walking to the council chamber. First they walk through the Great Hall, where the throne sits. Jaime Lannister is lingering in front of the throne.",King's Landing,The Crownlands,Stark,1,Male
848,848,848,Season 1,S01E03,Lord Snow,1,848,JAIME LANNISTER,"Ned Stark gives the guard a blank stare before taking off his gloves, the guard realizes Ned's disinterest and the two begin walking to the council chamber. First they walk through the Great Hall, where the throne sits. Jaime Lannister is lingering in front of the throne.",King's Landing,The Crownlands,Lannister,1,Male
849,849,849,Season 1,S01E03,Lord Snow,1,849,JAIME LANNISTER," Thank the gods you're here, Stark. About time we had some stern northern leadership.",King's Landing,The Crownlands,Lannister,1,Male
850,850,850,Season 1,S01E03,Lord Snow,1,850,NED STARK, Glad to see you're protecting the throne.,King's Landing,The Crownlands,Stark,1,Male
851,851,851,Season 1,S01E03,Lord Snow,1,851,JAIME LANNISTER," Sturdy old thing. How many kings' asses have polished it, I wonder? What's the line? The King shits and the Hand wipes.",King's Landing,The Crownlands,Lannister,1,Male
852,852,852,Season 1,S01E03,Lord Snow,1,852,NED STARK,  Very handsome armor. Not a scratch on it.,King's Landing,The Crownlands,Stark,1,Male
853,853,853,Season 1,S01E03,Lord Snow,1,853,JAIME LANNISTER," I know. People have been swinging at me for years, but they always seem to miss.",King's Landing,The Crownlands,Lannister,1,Male
854,854,854,Season 1,S01E03,Lord Snow,1,854,NED STARK, You've chosen your opponents wisely then.,King's Landing,The Crownlands,Stark,1,Male
855,855,855,Season 1,S01E03,Lord Snow,1,855,JAIME LANNISTER," I have a knack for it. It must be strange for you coming into this room. I was standing right here when it happened. He was very brave, your brother. Your father too. They didn't deserve to die like that. Nobody deserves to die like that.",King's Landing,The Crownlands,Lannister,1,Male
856,856,856,Season 1,S01E03,Lord Snow,1,856,NED STARK,  But you just stood there and watched.,King's Landing,The Crownlands,Stark,1,Male
857,857,857,Season 1,S01E03,Lord Snow,1,857,JAIME LANNISTER," 500 men just stood there and watched. All the great knights of the Seven Kingdoms. You think anyone said a word, lifted a finger? No, Lord Stark. 500 men and this room was silent as a crypt. Except for the screams, of course, and the Mad King laughing. And later... When I watched the Mad King die, I remembered him laughing as your father burned... It felt like justice.",King's Landing,The Crownlands,Lannister,1,Male
858,858,858,Season 1,S01E03,Lord Snow,1,858,NED STARK, Is that what you tell yourself at night? You're a servant of justice? That you were avenging my father when you shoved your sword in Aerys Targaryen's back?,King's Landing,The Crownlands,Stark,1,Male
859,859,859,Season 1,S01E03,Lord Snow,1,859,JAIME LANNISTER," Tell me... If I'd stabbed the Mad King in the belly instead of the back, would you admire me more?",King's Landing,The Crownlands,Lannister,1,Male
860,860,860,Season 1,S01E03,Lord Snow,1,860,NED STARK,"  You served him well, when serving was safe.",King's Landing,The Crownlands,Stark,1,Male
861,861,861,Season 1,S01E03,Lord Snow,1,861,SCENE BREAK,- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -,King's Landing,The Crownlands,Other,0,Other
862,862,862,Season 1,S01E03,Lord Snow,2,862,NED STARK,Ned enters the small council's chamber where the others are already awaiting him.,King's Landing,The Crownlands,Stark,1,Male
863,863,863,Season 1,S01E03,Lord Snow,2,863,VARYS, Lord Stark.,King's Landing,The Crownlands,Other,1,Male
864,864,864,Season 1,S01E03,Lord Snow,2,864,NED STARK, Lord Varys.,King's Landing,The Crownlands,Stark,1,Male
865,865,865,Season 1,S01E03,Lord Snow,2,865,VARYS, I was grievously sorry to hear of your troubles on the Kingsroad. We are all praying for Prince Joffrey's full recovery.,King's Landing,The Crownlands,Other,1,Male
866,866,866,Season 1,S01E03,Lord Snow,2,866,NED STARK,  A shame you didn't say a prayer for the butcher's son. Renly! You're looking well.,King's Landing,The Crownlands,Stark,1,Male
867,867,867,Season 1,S01E03,Lord Snow,2,867,RENLY BARATHEON," And you look tired from the road. I told them this meeting could wait another day, but...",King's Landing,The Crownlands,Baratheon,1,Male
868,868,868,Season 1,S01E03,Lord Snow,2,868,PETYR BAELISH," But we have a Kingdom to look after. I've hoped to meet you for some time, Lord Stark. No doubt Lady Catelyn has mentioned me.",King's Landing,The Crownlands,Other,1,Male
869,869,869,Season 1,S01E03,Lord Snow,2,869,NED STARK,"  She has, Lord Baelish. I understand you knew my brother Brandon as well.",King's Landing,The Crownlands,Stark,1,Male
870,870,870,Season 1,S01E03,Lord Snow,2,870,PETYR BAELISH, All too well. I still carry a token of his esteem from navel to collarbone.,King's Landing,The Crownlands,Other,1,Male
871,871,871,Season 1,S01E03,Lord Snow,2,871,NED STARK, Perhaps you chose the wrong man to duel with.,King's Landing,The Crownlands,Stark,1,Male
872,872,872,Season 1,S01E03,Lord Snow,2,872,PETYR BAELISH," It wasn't the man that I chose, my Lord. It was Catelyn Tully. A woman worth fighting for, I'm sure you'll agree.",King's Landing,The Crownlands,Other,1,Male
873,873,873,Season 1,S01E03,Lord Snow,2,873,MAESTER PYCELLE," I humbly beg your pardon, my Lord Stark.",King's Landing,The Crownlands,Other,0,Other
874,874,874,Season 1,S01E03,Lord Snow,2,874,NED STARK,  Grand Maester.,King's Landing,The Crownlands,Stark,1,Male
875,875,875,Season 1,S01E03,Lord Snow,2,875,MAESTER PYCELLE, How many years has it been? You were a young man.,King's Landing,The Crownlands,Other,0,Other
876,876,876,Season 1,S01E03,Lord Snow,2,876,NED STARK, And you served another King.,King's Landing,The Crownlands,Stark,1,Male
877,877,877,Season 1,S01E03,Lord Snow,2,877,MAESTER PYCELLE," How forgetful of me. This belongs to you, now. Should we begin?",King's Landing,The Crownlands,Other,0,Other
878,878,878,Season 1,S01E03,Lord Snow,2,878,NED STARK,  Without the King?,King's Landing,The Crownlands,Stark,1,Male
879,879,879,Season 1,S01E03,Lord Snow,2,879,RENLY BARATHEON," Winter may be coming, but I'm afraid the same cannot be said for my brother.",King's Landing,The Crownlands,Baratheon,1,Male
880,880,880,Season 1,S01E03,Lord Snow,2,880,VARYS, His Grace has many cares. He entrusts some small matters to us that we might lighten the load.,King's Landing,The Crownlands,Other,1,Male
881,881,881,Season 1,S01E03,Lord Snow,2,881,PETYR BAELISH,  We are the lords of small matters here.,King's Landing,The Crownlands,Other,1,Male
882,882,882,Season 1,S01E03,Lord Snow,2,882,RENLY BARATHEON, My brother instructs us to stage a tournament in honor of Lord Stark's appointment as Hand of the King.,King's Landing,The Crownlands,Baratheon,1,Male
883,883,883,Season 1,S01E03,Lord Snow,2,883,PETYR BAELISH,"  Mmm, how much?",King's Landing,The Crownlands,Other,1,Male
884,884,884,Season 1,S01E03,Lord Snow,2,884,NED STARK," 40,000 gold dragons to the champion, 20,000 to the runner-up, 20,000 to the winning archer.",King's Landing,The Crownlands,Stark,1,Male
885,885,885,Season 1,S01E03,Lord Snow,2,885,MAESTER PYCELLE, Can the treasury bear such expense?,King's Landing,The Crownlands,Other,0,Other
886,886,886,Season 1,S01E03,Lord Snow,2,886,PETYR BAELISH,"  I'll have to borrow it. The Lannisters will accommodate, I expect. We already owe Lord Tywin 3 million gold. What's another 80,000?",King's Landing,The Crownlands,Other,1,Male
887,887,887,Season 1,S01E03,Lord Snow,2,887,NED STARK,  Are you telling me the Crown is three million in debt?,King's Landing,The Crownlands,Stark,1,Male
888,888,888,Season 1,S01E03,Lord Snow,2,888,PETYR BAELISH, I'm telling you the Crown is six million in debt.,King's Landing,The Crownlands,Other,1,Male
889,889,889,Season 1,S01E03,Lord Snow,2,889,NED STARK,  How could you let this happen?,King's Landing,The Crownlands,Stark,1,Male
890,890,890,Season 1,S01E03,Lord Snow,2,890,PETYR BAELISH,  The Master of Coin finds the money. The King and the Hand spend it.,King's Landing,The Crownlands,Other,1,Male
891,891,891,Season 1,S01E03,Lord Snow,2,891,NED STARK,  I will not believe Jon Arryn allowed Robert to bankrupt the realm.,King's Landing,The Crownlands,Stark,1,Male
892,892,892,Season 1,S01E03,Lord Snow,2,892,MAESTER PYCELLE," Lord Arryn gave wise and prudent advice, but I fear His Grace doesn't always listen.",King's Landing,The Crownlands,Other,0,Other
893,893,893,Season 1,S01E03,Lord Snow,2,893,RENLY BARATHEON," ""Counting coppers,"" he calls it.",King's Landing,The Crownlands,Baratheon,1,Male
894,894,894,Season 1,S01E03,Lord Snow,2,894,NED STARK,  I'll speak to him tomorrow. This tournament is an extravagance we cannot afford.,King's Landing,The Crownlands,Stark,1,Male
895,895,895,Season 1,S01E03,Lord Snow,2,895,PETYR BAELISH,"  As you will. But still, we'd best make our plans.",King's Landing,The Crownlands,Other,1,Male
896,896,896,Season 1,S01E03,Lord Snow,2,896,NED STARK,"  There will be no plans until I speak to Robert. Forgive me, my Lords. I had a long ride.",King's Landing,The Crownlands,Stark,1,Male
897,897,897,Season 1,S01E03,Lord Snow,2,897,VARYS," You are the King's Hand, Lord Stark, we serve at your pleasure.",King's Landing,The Crownlands,Other,1,Male
898,898,898,Season 1,S01E03,Lord Snow,2,898,SCENE BREAK,- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -,King's Landing,The Crownlands,Other,0,Other
899,899,899,Season 1,S01E03,Lord Snow,3,899,CERSEI LANNISTER,Cersei tending to Joffrey's wound.,King's Landing,The Crownlands,Lannister,1,Female
900,900,900,Season 1,S01E03,Lord Snow,3,900,CERSEI LANNISTER," Please, it's nearly healed.",King's Landing,The Crownlands,Lannister,1,Female
901,901,901,Season 1,S01E03,Lord Snow,3,901,JOFFREY BARATHEON,  It's ugly.,King's Landing,The Crownlands,Lannister,1,Male
902,902,902,Season 1,S01E03,Lord Snow,3,902,CERSEI LANNISTER," A King should have scars, you fought off a direwolf. You're a warrior like your father.",King's Landing,The Crownlands,Lannister,1,Female
903,903,903,Season 1,S01E03,Lord Snow,3,903,JOFFREY BARATHEON,"  I'm not like him. I didn't fight off anything. It bit me and all I did was scream. And the two Stark girls saw it, both of them.",King's Landing,The Crownlands,Lannister,1,Male
904,904,904,Season 1,S01E03,Lord Snow,3,904,CERSEI LANNISTER," That's not true. You killed the beast. You only spared the girl because of the love your father bears her father. When Aerys Targaryen sat on the Iron Throne, your father was a rebel and a traitor. Someday you'll sit on the throne and the truth will be what you make it.",King's Landing,The Crownlands,Lannister,1,Female
905,905,905,Season 1,S01E03,Lord Snow,3,905,JOFFREY BARATHEON, Do I have to marry her?,King's Landing,The Crownlands,Lannister,1,Male
906,906,906,Season 1,S01E03,Lord Snow,3,906,CERSEI LANNISTER," Yes. She's very beautiful and young. If you don't like her, you only need to see her on formal occasions and when the time comes, to make little princes and princesses. And if you'd rather fuck painted whores, you'll fuck painted whores. And if you'd rather lie with noble virgins, so be it. You are my darling boy and the world will be exactly as you want it to be. Do something nice for the Stark girl.",King's Landing,The Crownlands,Lannister,1,Female
907,907,907,Season 1,S01E03,Lord Snow,3,907,JOFFREY BARATHEON,  I don't want to.,King's Landing,The Crownlands,Lannister,1,Male
908,908,908,Season 1,S01E03,Lord Snow,3,908,CERSEI LANNISTER," No, but you will. The occasional kindness will spare you all sorts of trouble down the road.",King's Landing,The Crownlands,Lannister,1,Female
909,909,909,Season 1,S01E03,Lord Snow,3,909,JOFFREY BARATHEON, We allow the northerners too much power. They consider themselves our equals.,King's Landing,The Crownlands,Lannister,1,Male
910,910,910,Season 1,S01E03,Lord Snow,3,910,CERSEI LANNISTER, How would you handle them?,King's Landing,The Crownlands,Lannister,1,Female
911,911,911,Season 1,S01E03,Lord Snow,3,911,JOFFREY BARATHEON,"  I'd double their taxes and command them to supply 10,000 men to the royal army.",King's Landing,The Crownlands,Lannister,1,Male
912,912,912,Season 1,S01E03,Lord Snow,3,912,CERSEI LANNISTER,  A royal army?,King's Landing,The Crownlands,Lannister,1,Female
913,913,913,Season 1,S01E03,Lord Snow,3,913,JOFFREY BARATHEON,"  Why should every lord command his own men? It's primitive, no better than the hill tribes. We should have a standing army of men loyal to the Crown, trained by experienced soldiers... Instead of a mob of peasants who've never held pikes in their lives.",King's Landing,The Crownlands,Lannister,1,Male
914,914,914,Season 1,S01E03,Lord Snow,3,914,CERSEI LANNISTER, And if the northerners rebel?,King's Landing,The Crownlands,Lannister,1,Female
